name,rarity,power,toughness,types,type,supertypes,subtypes,setCode,loyalty,life,text,cardParts,colorIdentity,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceManaValue,faceName,keywords,manaCost,manaValue
Warren Warleader,mythic,4,4,Creature,Creature — Rabbit Knight,,"Rabbit, Knight",BLB,,,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)\nWhenever you attack, choose one —\n• Create a 1/1 white Rabbit creature token that's tapped and attacking.\n• Attacking creatures you control get +1/+1 until end of turn.",,W,5323.0,0.12,,,,Offspring,{2}{W}{W},4.0
Wax-Wane Witness,common,2,4,Creature,Creature — Bat Cleric,,"Bat, Cleric",BLB,,,"Flying, vigilance\nWhenever you gain or lose life during your turn, this creature gets +1/+0 until end of turn.",,W,12783.0,0.07,,,,"Flying, Vigilance",{3}{W},4.0
Whiskervale Forerunner,rare,3,4,Creature,Creature — Mouse Bard,,"Mouse, Bard",BLB,,,"Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, look at the top five cards of your library. You may reveal a creature card with mana value 3 or less from among them. You may put it onto the battlefield if it's your turn. If you don't put it onto the battlefield, put it into your hand. Put the rest on the bottom of your library in a random order.",,W,10644.0,0.11,,,,Valiant,{3}{W},4.0
Azure Beastbinder,rare,1,3,Creature,Creature — Rat Rogue,,"Rat, Rogue",BLB,,,"Vigilance\nThis creature can't be blocked by creatures with power 2 or greater.\nWhenever this creature attacks, up to one target artifact, creature, or planeswalker an opponent controls loses all abilities until your next turn. If it's a creature, it also has base power and toughness 2/2 until your next turn.",,U,5070.0,0.16,,,,Vigilance,{1}{U},2.0
Bellowing Crier,common,2,1,Creature,Creature — Frog Advisor,,"Frog, Advisor",BLB,,,"When this creature enters, draw a card, then discard a card.",,U,9675.0,0.29,,,,,{1}{U},2.0
Calamitous Tide,uncommon,,,Sorcery,Sorcery,,,BLB,,,"Return up to two target creatures to their owners' hands. Draw two cards, then discard a card.",,U,15242.0,0.06,,,,,{4}{U}{U},6.0
Daring Waverider,uncommon,4,4,Creature,Creature — Otter Wizard,,"Otter, Wizard",BLB,,,"When this creature enters, you may cast target instant or sorcery card with mana value 4 or less from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead.",,U,9467.0,0.13,,,,,{4}{U}{U},6.0
Dazzling Denial,common,,,Instant,Instant,,,BLB,,,"Counter target spell unless its controller pays {2}. If you control a Bird, counter that spell unless its controller pays {4} instead.",,U,6146.0,0.32,,,,,{1}{U},2.0
Dire Downdraft,common,,,Instant,Instant,,,BLB,,,This spell costs {1} less to cast if it targets an attacking or tapped creature.\nTarget creature's owner puts it on their choice of the top or bottom of their library.,,U,15693.0,0.3,,,,,{3}{U},4.0
Dour Port-Mage,rare,1,3,Creature,Creature — Frog Wizard,,"Frog, Wizard",BLB,,,"Whenever one or more other creatures you control leave the battlefield without dying, draw a card.\n{1}{U}, {T}: Return another target creature you control to its owner's hand.",,U,2329.0,0.23,,,,,{1}{U},2.0
Eddymurk Crab,uncommon,5,5,Creature,Creature — Elemental Crab,,"Elemental, Crab",BLB,,,"Flash\nThis spell costs {1} less to cast for each instant and sorcery card in your graveyard.\nThis creature enters tapped if it's not your turn.\nWhen this creature enters, tap up to two target creatures.",,U,14216.0,0.16,,,,Flash,{5}{U}{U},7.0
"Eluge, the Shoreless Sea",mythic,*,*,Creature,Legendary Creature — Elemental Fish,Legendary,"Elemental, Fish",BLB,,,"Eluge's power and toughness are each equal to the number of Islands you control.\nWhenever Eluge enters or attacks, put a flood counter on target land. It's an Island in addition to its other types for as long as it has a flood counter on it.\nThe first instant or sorcery spell you cast each turn costs {U} (or {1}) less to cast for each land you control with a flood counter on it.",,U,4233.0,0.59,,,,,{1}{U}{U}{U},4.0
Finch Formation,common,2,2,Creature,Creature — Bird Scout,,"Bird, Scout",BLB,,,"Offspring {3} (You may pay an additional {3} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)\nFlying\nWhen this creature enters, target creature you control gains flying until end of turn.",,U,18494.0,0.1,,,,"Flying, Offspring",{2}{U},3.0
Gossip's Talent,uncommon,,,Enchantment,Enchantment — Class,,Class,BLB,,,"(Gain the next level as a sorcery to add its ability.)\nWhenever a creature you control enters, surveil 1.\n{1}{U}: Level 2\nWhenever you attack, target attacking creature with power 3 or less can't be blocked this turn.\n{3}{U}: Level 3\nWhenever a creature you control deals combat damage to a player, you may exile it, then return it to the battlefield under its owner's control.",,U,5477.0,0.2,,,,Surveil,{1}{U},2.0
Into the Flood Maw,uncommon,,,Instant,Instant,,,BLB,,,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)\nReturn target creature an opponent controls to its owner's hand. If the gift was promised, instead return target nonland permanent an opponent controls to its owner's hand.",,U,1652.0,0.25,,,,Gift,{U},1.0
Kitnap,rare,,,Enchantment,Enchantment — Aura,,Aura,BLB,,,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, when it enters, they draw a card.)\nEnchant creature\nWhen this Aura enters, tap enchanted creature. If the gift wasn't promised, put three stun counters on it.\nYou control enchanted creature.",,U,11619.0,0.24,,,,"Enchant, Gift",{2}{U}{U},4.0
"Kitsa, Otterball Elite",mythic,1,3,Creature,Legendary Creature — Otter Wizard,Legendary,"Otter, Wizard",BLB,,,"Vigilance\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\n{T}: Draw a card, then discard a card.\n{2}, {T}: Copy target instant or sorcery spell you control. You may choose new targets for the copy. Activate only if Kitsa's power is 3 or greater.",,U,3058.0,0.2,,,,"Prowess, Vigilance",{1}{U},2.0
Knightfisher,uncommon,4,5,Creature,Creature — Bird Knight,,"Bird, Knight",BLB,,,"Flying\nWhenever another nontoken Bird you control enters, create a 1/1 blue Fish creature token.",,U,13932.0,0.04,,,,Flying,{3}{U}{U},5.0
Lightshell Duo,common,3,4,Creature,Creature — Rat Otter,,"Rat, Otter",BLB,,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhen this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,U,10466.0,,,,,"Prowess, Surveil",{3}{U},4.0
Long River Lurker,uncommon,2,3,Creature,Creature — Frog Scout,,"Frog, Scout",BLB,,,"Ward {1}\nOther Frogs you control have ward {1}.\nWhen this creature enters, target creature you control can't be blocked this turn. Whenever that creature deals combat damage this turn, you may exile it. If you do, return it to the battlefield under its owner's control.",,U,7230.0,0.15,,,,Ward,{2}{U},3.0
Long River's Pull,uncommon,,,Instant,Instant,,,BLB,,,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)\nCounter target creature spell. If the gift was promised, instead counter target spell.",,U,2185.0,0.18,,,,Gift,{U}{U},2.0
Mind Spiral,common,,,Sorcery,Sorcery,,,BLB,,,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)\nTarget player draws three cards. If the gift was promised, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",,U,13574.0,0.16,,,,Gift,{4}{U},5.0
Mindwhisker,uncommon,3,2,Creature,Creature — Rat Wizard,,"Rat, Wizard",BLB,,,"At the beginning of your upkeep, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)\nThreshold — As long as seven or more cards are in your graveyard, creatures your opponents control get -1/-0.",,U,9496.0,0.18,,,,"Surveil, Threshold",{2}{U},3.0
Mockingbird,rare,1,1,Creature,Creature — Bird Bard,,"Bird, Bard",BLB,,,"Flying\nYou may have this creature enter as a copy of any creature on the battlefield with mana value less than or equal to the amount of mana spent to cast this creature, except it's a Bird in addition to its other types and it has flying.",,U,1516.0,0.39,,,,Flying,{X}{U},1.0
Nightwhorl Hermit,common,1,4,Creature,Creature — Rat Rogue,,"Rat, Rogue",BLB,,,"Vigilance\nThreshold — As long as seven or more cards are in your graveyard, this creature gets +1/+0 and can't be blocked.",,U,13975.0,0.02,,,,"Threshold, Vigilance",{2}{U},3.0
Otterball Antics,uncommon,,,Sorcery,Sorcery,,,BLB,,,"Create a 1/1 blue and red Otter creature token with prowess. If this spell was cast from anywhere other than your hand, put a +1/+1 counter on that creature. (Whenever you cast a noncreature spell, a creature with prowess gets +1/+1 until end of turn.)\nFlashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,U,9760.0,0.02,,,,Flashback,{1}{U},2.0
Pearl of Wisdom,common,,,Sorcery,Sorcery,,,BLB,,,This spell costs {1} less to cast if you control an Otter.\nDraw two cards.,,U,7941.0,0.06,,,,,{2}{U},3.0
Plumecreed Escort,uncommon,2,1,Creature,Creature — Bird Scout,,"Bird, Scout",BLB,,,"Flash\nFlying\nWhen this creature enters, target creature you control gains hexproof until end of turn.",,U,6907.0,0.02,,,,"Flash, Flying",{1}{U},2.0
Portent of Calamity,rare,,,Sorcery,Sorcery,,,BLB,,,"Reveal the top X cards of your library. For each card type, you may exile a card of that type from among them. Put the rest into your graveyard. You may cast a spell from among the exiled cards without paying its mana cost if you exiled four or more cards this way. Then put the rest of the exiled cards into your hand.",,U,10529.0,0.12,,,,,{X}{U},1.0
Run Away Together,common,,,Instant,Instant,,,BLB,,,Choose two target creatures controlled by different players. Return those creatures to their owners' hands.,,U,1953.0,0.26,,,,,{1}{U},2.0
Season of Weaving,mythic,,,Sorcery,Sorcery,,,BLB,,,"Choose up to five {P} worth of modes. You may choose the same mode more than once.\n{P} — Draw a card.\n{P}{P} — Choose an artifact or creature you control. Create a token that's a copy of it.\n{P}{P}{P} — Return each nonland, nontoken permanent to its owner's hand.",,U,3082.0,0.37,,,,,{4}{U}{U},6.0
Shore Up,common,,,Instant,Instant,,,BLB,,,Target creature you control gets +1/+1 and gains hexproof until end of turn. Untap it. (It can't be the target of spells or abilities your opponents control.),,U,2072.0,0.16,,,,,{U},1.0
Shoreline Looter,uncommon,1,1,Creature,Creature — Rat Rogue,,"Rat, Rogue",BLB,,,"This creature can't be blocked.\nThreshold — Whenever this creature deals combat damage to a player, draw a card. Then discard a card unless seven or more cards are in your graveyard.",,U,4152.0,0.04,,,,Threshold,{1}{U},2.0
Skyskipper Duo,common,3,3,Creature,Creature — Bird Frog,,"Bird, Frog",BLB,,,"Flying\nWhen this creature enters, exile up to one other target creature you control. Return it to the battlefield under its owner's control at the beginning of the next end step.",,U,10366.0,0.04,,,,Flying,{4}{U},5.0
Spellgyre,uncommon,,,Instant,Instant,,,BLB,,,"Choose one —\n• Counter target spell.\n• Surveil 2, then draw two cards. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,U,9261.0,0.22,,,,Surveil,{2}{U}{U},4.0
Splash Lasher,uncommon,3,3,Creature,Creature — Frog Wizard,,"Frog, Wizard",BLB,,,"Offspring {1}{U} (You may pay an additional {1}{U} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)\nWhen this creature enters, tap up to one target creature and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",,U,9396.0,0.08,,,,Offspring,{3}{U},4.0
Splash Portal,uncommon,,,Sorcery,Sorcery,,,BLB,,,"Exile target creature you control, then return it to the battlefield under its owner's control. If that creature is a Bird, Frog, Otter, or Rat, draw a card.",,U,4415.0,,,,,,{U},1.0
Stormchaser's Talent,rare,,,Enchantment,Enchantment — Class,,Class,BLB,,,"(Gain the next level as a sorcery to add its ability.)\nWhen this Class enters, create a 1/1 blue and red Otter creature token with prowess.\n{3}{U}: Level 2\nWhen this Class becomes level 2, return target instant or sorcery card from your graveyard to your hand.\n{5}{U}: Level 3\nWhenever you cast an instant or sorcery spell, create a 1/1 blue and red Otter creature token with prowess.",,U,5741.0,0.1,,,,,{U},1.0
Sugar Coat,uncommon,,,Enchantment,Enchantment — Aura,,Aura,BLB,,,"Flash\nEnchant creature or Food\nEnchanted permanent is a colorless Food artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life"" and loses all other card types and abilities.",,U,13850.0,0.28,,,,"Enchant, Flash",{2}{U},3.0
Thought Shucker,common,1,3,Creature,Creature — Rat Rogue,,"Rat, Rogue",BLB,,,Threshold — {1}{U}: Put a +1/+1 counter on this creature and draw a card. Activate only if seven or more cards are in your graveyard and only once.,,U,14576.0,0.12,,,,Threshold,{1}{U},2.0
Thundertrap Trainer,rare,1,2,Creature,Creature — Otter Wizard,,"Otter, Wizard",BLB,,,"Offspring {4} (You may pay an additional {4} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)\nWhen this creature enters, look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",,U,6789.0,0.04,,,,Offspring,{1}{U},2.0
Valley Floodcaller,rare,2,2,Creature,Creature — Otter Wizard,,"Otter, Wizard",BLB,,,"Flash\nYou may cast noncreature spells as though they had flash.\nWhenever you cast a noncreature spell, Birds, Frogs, Otters, and Rats you control get +1/+1 until end of turn. Untap them.",,U,1606.0,0.17,,,,Flash,{2}{U},3.0
Waterspout Warden,common,3,2,Creature,Creature — Frog Soldier,,"Frog, Soldier",BLB,,,"Whenever this creature attacks, if another creature entered the battlefield under your control this turn, this creature gains flying until end of turn.",,U,13074.0,0.04,,,,,{2}{U},3.0
Wishing Well,rare,,,Artifact,Artifact,,,BLB,,,"{T}: Put a coin counter on this artifact. When you do, you may cast target instant or sorcery card with mana value equal to the number of coin counters on this artifact from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead. Activate only as a sorcery.",,U,11543.0,0.08,,,,,{3}{U},4.0
Agate-Blade Assassin,common,1,3,Creature,Creature — Lizard Assassin,,"Lizard, Assassin",BLB,,,"Whenever this creature attacks, defending player loses 1 life and you gain 1 life.",,B,9352.0,,,,,,{1}{B},2.0
Bandit's Talent,uncommon,,,Enchantment,Enchantment — Class,,Class,BLB,,,"(Gain the next level as a sorcery to add its ability.)\nWhen this Class enters, each opponent discards two cards unless they discard a nonland card.\n{B}: Level 2\nAt the beginning of each opponent's upkeep, if that player has one or fewer cards in hand, they lose 2 life.\n{3}{B}: Level 3\nAt the beginning of your draw step, draw an additional card for each opponent who has one or fewer cards in hand.",,B,6316.0,0.68,,,,,{1}{B},2.0
Bonebind Orator,common,2,2,Creature,Creature — Squirrel Warlock Bard,,"Squirrel, Warlock, Bard",BLB,,,"{3}{B}, Exile this card from your graveyard: Return another target creature card from your graveyard to your hand.",,B,11984.0,0.03,,,,,{1}{B},2.0
Bonecache Overseer,uncommon,1,1,Creature,Creature — Squirrel Warlock,,"Squirrel, Warlock",BLB,,,"{T}, Pay 1 life: Draw a card. Activate only if three or more cards left your graveyard this turn or if you've sacrificed a Food this turn.",,B,9577.0,0.03,,,,,{B},1.0
Coiling Rebirth,rare,,,Sorcery,Sorcery,,,BLB,,,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)\nReturn target creature card from your graveyard to the battlefield. Then if the gift was promised and that creature isn't legendary, create a token that's a copy of that creature, except it's 1/1.",,B,4897.0,0.26,,,,Gift,{3}{B}{B},5.0
