subtypes,toughness,type,name,rarity,historic,manaCost,power,text,types,alchemy,faceConvertedManaCost
"Halfling, Rogue",1,Creature — Halfling Rogue,Lightfoot Rogue,uncommon,Legal,{1}{B},2,"Sneak Attack — Whenever this creature attacks, roll a d20.\n1—9 | This creature gains deathtouch until end of turn.\n10—19 | It gets +1/+0 and gains deathtouch until end of turn.\n20 | It gets +3/+0 and gains first strike and deathtouch until end of turn.",Creature,,
Lolth,,Legendary Planeswalker — Lolth,"Lolth, Spider Queen",mythic,Legal,{3}{B}{B},,"Whenever a creature you control dies, put a loyalty counter on Lolth.\n[0]: You draw a card and you lose 1 life.\n[−3]: Create two 2/1 black Spider creature tokens with menace and reach.\n[−8]: You get an emblem with ""Whenever an opponent is dealt combat damage by one or more creatures you control, if that player lost less than 8 life this turn, they lose life equal to the difference.""",Planeswalker,,
Manticore,1,Creature — Manticore,Manticore,common,,{3}{B},2,"Flash\nFlying\nTail Spikes — When this creature enters, destroy target creature an opponent controls that was dealt damage this turn.",Creature,,
,,Instant,Power Word Kill,uncommon,Legal,{1}{B},,"Destroy target non-Angel, non-Demon, non-Devil, non-Dragon creature.",Instant,,
Aura,,Enchantment — Aura,Precipitous Drop,common,,{2}{B},,"Enchant creature\nWhen this Aura enters, venture into the dungeon. (Enter the first room or advance to the next room.)\nEnchanted creature gets -2/-2. It gets -5/-5 instead as long as you've completed a dungeon.",Enchantment,,
Aura,,Enchantment — Aura,A-Precipitous Drop,common,Legal,{1}{B},,"Enchant creature\nWhen Precipitous Drop enters, venture into the dungeon. (Enter the first room or advance to the next room.)\nEnchanted creature gets -2/-2. It gets -5/-5 instead as long as you've completed a dungeon.",Enchantment,,
,,Instant,Ray of Enfeeblement,uncommon,Legal,{B},,"Target creature gets -4/-1 until end of turn. If that creature is white, it gets -4/-4 until end of turn instead.",Instant,,
Equipment,,Artifact — Equipment,Reaper's Talisman,uncommon,Legal,{B},,"Whenever equipped creature attacks, it gains deathtouch until end of turn.\nWhenever equipped creature attacks alone, defending player loses 2 life and you gain 2 life.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",Artifact,,
Zombie,1,Creature — Zombie,Sepulcher Ghoul,common,,{1}{B},2,Sacrifice another creature: This creature gets +2/+2 until end of turn. Activate only once each turn.,Creature,,
Zombie,2,Creature — Zombie,A-Sepulcher Ghoul,common,Legal,{1}{B},2,Sacrifice another creature: Sepulcher Ghoul gets +2/+2 until end of turn. Activate only once each turn.,Creature,,
Zombie,1,Creature — Zombie,Shambling Ghast,common,Legal,{B},1,"When this creature dies, choose one —\n• Target creature an opponent controls gets -1/-1 until end of turn.\n• Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",Creature,,
"Dwarf, Citizen",4,Creature — Dwarf Citizen,Skullport Merchant,uncommon,Legal,{2}{B},1,"When this creature enters, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")\n{1}{B}, Sacrifice another creature or a Treasure: Draw a card.",Creature,,
,,Artifact,Sphere of Annihilation,rare,Legal,{X}{B},,"This artifact enters with X void counters on it.\nAt the beginning of your upkeep, exile this artifact, all creatures and planeswalkers with mana value less than or equal to the number of void counters on it, and all creature and planeswalker cards in graveyards with mana value less than or equal to the number of void counters on it.",Artifact,,
Equipment,,Artifact — Equipment,Thieves' Tools,common,Legal,{1}{B},,"When this Equipment enters, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")\nEquipped creature can't be blocked as long as its power is 3 or less.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",Artifact,,
Vampire,3,Creature — Vampire,Vampire Spawn,common,Legal,{2}{B},2,"When this creature enters, each opponent loses 2 life and you gain 2 life.",Creature,Legal,
Equipment,,Artifact — Equipment,Vorpal Sword,rare,Legal,{B},,"Equipped creature gets +2/+0 and has deathtouch.\n{5}{B}{B}{B}: Until end of turn, this Equipment gains ""Whenever equipped creature deals combat damage to a player, that player loses the game.""\nEquip {B}{B}",Artifact,,
Class,,Enchantment — Class,Warlock Class,uncommon,Legal,{B},,"(Gain the next level as a sorcery to add its ability.)\nAt the beginning of your end step, if a creature died this turn, each opponent loses 1 life.\n{1}{B}: Level 2\nWhen this Class becomes level 2, look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.\n{6}{B}: Level 3\nAt the beginning of your end step, each opponent loses life equal to the life they lost this turn. (Damage causes loss of life.)",Enchantment,,
Vampire,4,Creature — Vampire,Westgate Regent,rare,Legal,{3}{B}{B},4,"Flying\nWard—Discard a card. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player discards a card.)\nWhenever this creature deals combat damage to a player, put that many +1/+1 counters on it.",Creature,,
"Zombie, Soldier",2,Creature — Zombie Soldier,Wight,rare,Legal,{1}{B},3,"This creature enters tapped.\nLife Drain — Whenever a creature dealt damage by this creature this turn dies, create a tapped 2/2 black Zombie creature token and exile that card.",Creature,,
"Snake, Rogue",2,Creature — Snake Rogue,Yuan-Ti Fang-Blade,common,Legal,{2}{B},2,"Deathtouch\nWhenever this creature deals combat damage to a player, venture into the dungeon. (Enter the first room or advance to the next room.)",Creature,,
"Zombie, Ogre",5,Creature — Zombie Ogre,Zombie Ogre,common,Legal,{3}{B}{B},3,"At the beginning of your end step, if a creature died this turn, venture into the dungeon. (Enter the first room or advance to the next room.)",Creature,,
"Orc, Warrior",2,Creature — Orc Warrior,Armory Veteran,common,,{1}{R},2,"As long as this creature is equipped, it has menace. (It can't be blocked except by two or more creatures.)",Creature,,
"Orc, Warrior",2,Creature — Orc Warrior,A-Armory Veteran,common,Legal,{1}{R},2,"Ward—Pay 2 life.\nAs long as Armory Veteran is equipped, it has menace. (It can't be blocked except by two or more creatures.)",Creature,,
Class,,Enchantment — Class,Barbarian Class,uncommon,Legal,{R},,"(Gain the next level as a sorcery to add its ability.)\nIf you would roll one or more dice, instead roll that many dice plus one and ignore the lowest roll.\n{1}{R}: Level 2\nWhenever you roll one or more dice, target creature you control gets +2/+0 and gains menace until end of turn.\n{2}{R}: Level 3\nCreatures you control have haste.",Enchantment,,
Goblin,2,Creature — Goblin,Battle Cry Goblin,uncommon,Legal,{1}{R},2,"{1}{R}: Goblins you control get +1/+0 and gain haste until end of turn.\nPack tactics — Whenever this creature attacks, if you attacked with creatures with total power 6 or greater this combat, create a 1/1 red Goblin creature token that's tapped and attacking.",Creature,,
Equipment,,Artifact — Equipment,Boots of Speed,common,Legal,{R},,Equipped creature gets +1/+0 and has haste.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.),Artifact,,
"Dwarf, Shaman",3,Creature — Dwarf Shaman,Brazen Dwarf,common,Legal,{1}{R},1,"Whenever you roll one or more dice, this creature deals 1 damage to each opponent.",Creature,,
,,Instant,Burning Hands,uncommon,Legal,{1}{R},,"Burning Hands deals 2 damage to target creature or planeswalker. If that permanent is green, Burning Hands deals 6 damage instead.",Instant,,
"Human, Shaman",3,Creature — Human Shaman,Chaos Channeler,uncommon,Legal,{2}{R}{R},4,"Wild Magic Surge — Whenever this creature attacks, roll a d20.\n1—9 | Exile the top card of your library. You may play it this turn.\n10—19 | Exile the top two cards of your library. You may play them this turn.\n20 | Exile the top three cards of your library. You may play them this turn.",Creature,,
,,Instant,Critical Hit,uncommon,Legal,{1}{R},,"Target creature gains double strike until end of turn.\nWhen you roll a natural 20, return this card from your graveyard to your hand. (A natural 20 is a roll that displays 20 on the die.)",Instant,,
"Elf, Shaman",2,Legendary Creature — Elf Shaman,"Delina, Wild Mage",rare,Legal,{3}{R},3,"Whenever Delina attacks, choose target creature you control, then roll a d20.\n1—14 | Create a tapped and attacking token that's a copy of that creature, except it's not legendary and it has ""At end of combat, exile this token.""\n15—20 | Create one of those tokens. You may roll again.",Creature,,
,,Instant,Dragon's Fire,common,Legal,{1}{R},,"As an additional cost to cast this spell, you may reveal a Dragon card from your hand or choose a Dragon you control.\nDragon's Fire deals 3 damage to target creature or planeswalker. If you revealed a Dragon card or chose a Dragon as you cast this spell, Dragon's Fire deals damage equal to the power of that card or creature instead.",Instant,,
Equipment,,Artifact — Equipment,Dueling Rapier,common,Legal,{R},,"Flash\nWhen this Equipment enters, attach it to target creature you control.\nEquipped creature gets +2/+0.\nEquip {4} ({4}: Attach to target creature you control. Equip only as a sorcery.)",Artifact,,
Elemental,6,Creature — Elemental,Earth-Cult Elemental,common,Legal,{4}{R}{R},6,"Siege Monster — When this creature enters, roll a d20.\n1—9 | Each player sacrifices a permanent of their choice.\n10—19 | Each opponent sacrifices a permanent of their choice.\n20 | Each opponent sacrifices two permanents of their choice.",Creature,,
,,Instant,Farideh's Fireball,common,Legal,{3}{R}{R},,Farideh's Fireball deals 5 damage to target creature or planeswalker. Roll a d20.\n1—9 | Farideh's Fireball deals 2 damage to each player.\n10—20 | Farideh's Fireball deals 2 damage to each opponent.,Instant,,
Skeleton,1,Creature — Skeleton,Flameskull,mythic,Legal,{1}{R}{R},3,"Flying\nThis creature can't block.\nRejuvenation — When this creature dies, exile it. If you do, exile the top card of your library. Until the end of your next turn, you may play one of those cards. (If you cast Flameskull this way, you can't play the other card, and vice versa.)",Creature,,
"Goblin, Warrior",1,Creature — Goblin Warrior,Goblin Javelineer,common,Legal,{R},1,"Haste\nWhenever this creature becomes blocked, it deals 1 damage to target creature blocking it.",Creature,,
Equipment,,Artifact — Equipment,Goblin Morningstar,uncommon,Legal,{1}{R},,"Equipped creature gets +1/+0 and has trample.\nEquip {1}{R}\nWhen this Equipment enters, roll a d20.\n1—9 | Create a 1/1 red Goblin creature token.\n10—20 | Create a 1/1 red Goblin creature token, then attach this Equipment to it.",Artifact,,
Ogre,3,Creature — Ogre,Hoarding Ogre,common,Legal,{3}{R},3,"Whenever this creature attacks, roll a d20.\n1—9 | Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")\n10—19 | Create two Treasure tokens.\n20 | Create three Treasure tokens.",Creature,,
"Goblin, Rogue",3,Creature — Goblin Rogue,Hobgoblin Bandit Lord,rare,Legal,{1}{R}{R},2,"Other Goblins you control get +1/+1.\n{R}, {T}: This creature deals damage equal to the number of Goblins that entered the battlefield under your control this turn to any target.",Creature,,
"Goblin, Barbarian",1,Creature — Goblin Barbarian,Hobgoblin Captain,common,Legal,{1}{R},3,"Pack tactics — Whenever this creature attacks, if you attacked with creatures with total power 6 or greater this combat, this creature gains first strike until end of turn.",Creature,,
Goblin,3,Creature — Goblin,Hulking Bugbear,uncommon,Legal,{1}{R}{R},3,Haste,Creature,,
,,Sorcery,Improvised Weaponry,common,Legal,{2}{R},,"Improvised Weaponry deals 2 damage to any target. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",Sorcery,,
Dragon,6,Legendary Creature — Dragon,Inferno of the Star Mounts,mythic,Legal,{4}{R}{R},6,"This spell can't be countered.\nFlying, haste\n{R}: Inferno of the Star Mounts gets +1/+0 until end of turn. When its power becomes 20 this way, it deals 20 damage to any target.",Creature,,
"Dragon, Warrior",3,Creature — Dragon Warrior,Jaded Sell-Sword,common,Legal,{3}{R},4,"When this creature enters, if mana from a Treasure was spent to cast it, it gains first strike and haste until end of turn.",Creature,,
,,Sorcery,Kick in the Door,common,Legal,{R},,Put a +1/+1 counter on target creature. That creature gains haste until end of turn and can't be blocked by Walls this turn. Venture into the dungeon. (Enter the first room or advance to the next room.),Sorcery,,
,,Sorcery,Magic Missile,uncommon,Legal,{1}{R}{R},,"This spell can't be countered.\nMagic Missile deals 3 damage divided as you choose among one, two, or three targets.",Sorcery,,
